Title,Ratings,Original_Price,Manufacturing_Date,Expiry_Date,total_days,Demand,Demand_rank,days_remaining,Discount_Percentage,discount,ProductName_encoded
wai waiatta,3.5,140.0,2023-05-04,2023-06-03,30,Low,0.0,0,19.0,Product is expired,723
britanniatreat -,4.1,120.0,2023-09-17,2023-10-17,30,Medium,1.0,0,16.5,Product is expired,199
wai waiatta,4.0,140.0,2023-01-13,2023-02-12,30,Medium,1.0,0,16.5,Product is expired,723
tasty nibbleskerala,4.0,150.0,2023-06-26,2023-07-26,30,Medium,1.0,0,16.5,Product is expired,651
tasty nibblestomato,3.7,120.0,2024-09-29,2024-10-29,30,Low,0.0,133,14.0,-14851680863.9,654
tasty nibblessambar,3.9,120.0,2022-09-03,2022-10-03,30,Medium,1.0,0,16.5,Product is expired,653
kitchens of,3.9,260.0,2023-05-08,2023-06-07,30,Medium,1.0,0,16.5,Product is expired,387
gitsready to,3.9,135.0,2022-08-18,2022-09-17,30,Medium,1.0,0,16.5,Product is expired,315
gitsready to,3.8,160.0,2025-04-17,2025-05-17,30,Low,0.0,333,14.0,-4.6611558227764414e+27,315
gitsready to,3.6,160.0,2025-01-24,2025-02-23,30,Low,0.0,250,14.0,-2.8787584256164853e+20,315
tastieshoney &,4.0,120.0,2022-10-10,2022-11-09,30,Medium,1.0,0,16.5,Product is expired,646
wai waiatta,3.5,140.0,2022-09-08,2022-10-08,30,Low,0.0,0,19.0,Product is expired,723
gitsready to,3.4,160.0,2025-03-11,2025-04-10,30,Low,0.0,296,14.0,-2.8491443667272886e+24,315
tasty nibblestuna,3.3,115.0,2024-11-29,2024-12-29,30,Low,0.0,194,14.0,-2829338325515775.0,655
gitsready to,4.0,160.0,2024-10-07,2024-11-06,30,Medium,1.0,141,11.5,-80566652841.33,315
britanniagood day,4.1,250.0,2024-03-06,2024-04-05,30,Medium,1.0,0,16.5,Product is expired,196
tasty nibblestuna,3.3,115.0,2023-10-01,2023-10-31,30,Low,0.0,0,19.0,Product is expired,655
britanniajimjam cream,4.2,80.0,2023-04-19,2023-05-19,30,Medium,1.0,0,16.5,Product is expired,197
tastiesbutter cashew,3.9,120.0,2025-02-02,2025-03-04,30,Medium,1.0,259,11.5,-1.072917570627669e+21,641
wai waiready,3.8,110.0,2023-07-03,2023-08-02,30,Low,0.0,0,19.0,Product is expired,725
id fresho!whole,3.8,220.0,2024-09-19,2024-10-19,30,Low,0.0,123,14.0,-3684920106.5,355
id fresho!homestyle,3.7,210.0,2023-09-19,2023-10-19,30,Low,0.0,0,19.0,Product is expired,352
kitchens of,3.9,130.0,2024-05-23,2024-06-22,30,Medium,1.0,4,15.83,20.47,387
kitchens of,3.8,130.0,2025-01-17,2025-02-16,30,Low,0.0,243,14.0,-5.767881337386555e+19,387
prasumaoriginal chicken,4.1,650.0,2023-06-09,2023-07-09,30,Medium,1.0,0,16.5,Product is expired,549
prasumavegetable &,3.8,590.0,2022-08-23,2022-09-22,30,Low,0.0,0,19.0,Product is expired,552
tasty nibblesready,3.6,225.0,2022-09-30,2022-10-30,30,Low,0.0,0,19.0,Product is expired,652
id fresho!malabar,4.0,210.0,2022-09-26,2022-10-26,30,Medium,1.0,0,16.5,Product is expired,353
kitchens of,4.0,130.0,2025-03-17,2025-04-16,30,Medium,1.0,302,11.5,-6.313366597678459e+24,387
itc master,3.9,150.0,2025-02-05,2025-03-07,30,Medium,1.0,262,11.5,-2.4437290958874875e+21,366
mtrbreakfast mix,4.1,120.0,2022-10-26,2022-11-25,30,Medium,1.0,0,16.5,Product is expired,456
prasumaveg spring,3.7,175.0,2023-09-22,2023-10-22,30,Low,0.0,0,19.0,Product is expired,551
tastiesbutter cookies3.91130,3.9,120.0,2023-10-24,2023-11-23,30,Medium,1.0,0,16.5,Product is expired,642
prasumabbq chicken,4.2,498.0,2023-01-08,2023-02-07,30,Medium,1.0,0,16.5,Product is expired,546
id fresho!tomato,3.5,55.0,2024-04-17,2024-05-17,30,Low,0.0,0,19.0,Product is expired,354
tadaagrilled sweet,4.7,55.0,2023-09-20,2023-10-20,30,High,,0,13.0,Product is expired,639
prasumachicken seekh,3.9,375.0,2023-03-15,2023-04-14,30,Medium,1.0,0,16.5,Product is expired,547
prasumaloaded chicken,4.5,180.0,2024-01-08,2024-02-07,30,Medium,1.0,0,16.5,Product is expired,548
tasty nibbleskappa,4.4,125.0,2022-10-13,2022-11-12,30,Medium,1.0,0,16.5,Product is expired,650
mtrsignature minute,3.2,95.0,2024-03-24,2024-04-23,30,Low,0.0,0,19.0,Product is expired,462
ceres foodskosha,4.2,440.0,2024-01-12,2024-02-11,30,Medium,1.0,0,16.5,Product is expired,237
ceres foodslaal,4.3,440.0,2022-11-21,2022-12-21,30,Medium,1.0,0,16.5,Product is expired,238
itc master,3.9,150.0,2022-09-07,2022-10-07,30,Medium,1.0,0,16.5,Product is expired,366
prasumaspicy chicken,4.2,650.0,2022-12-19,2023-01-18,30,Medium,1.0,0,16.5,Product is expired,550
tasty nibblesready,5.0,150.0,2023-05-15,2023-06-14,30,High,,0,13.0,Product is expired,652
zisstojain chole,5.0,169.0,2023-09-30,2023-10-30,30,High,,0,13.0,Product is expired,736
gitsready meals,5.0,51.0,2024-08-01,2024-08-31,30,High,,74,8.0,-27063.64,314
tasty nibblescoconut,4.6,120.0,2022-12-13,2023-01-12,30,High,,0,13.0,Product is expired,649
auricmulti millet,4.2,150.0,2024-12-21,2025-01-20,30,Medium,1.0,216,11.5,-2.4691292610037197e+17,54
kitchens of,3.8,100.0,2023-05-15,2023-06-14,30,Low,0.0,0,19.0,Product is expired,387
mtrready to,3.9,155.0,2022-12-16,2023-01-15,30,Medium,1.0,0,16.5,Product is expired,461
ceres foodsbengali,3.1,220.0,2024-01-01,2024-01-31,30,Low,0.0,0,19.0,Product is expired,236
tata sampannfibre,4.0,75.0,2024-04-21,2024-05-21,30,Medium,1.0,0,16.5,Product is expired,671
gitsready to,3.5,160.0,2023-11-13,2023-12-13,30,Low,0.0,0,19.0,Product is expired,315
auricmulti millet,4.2,150.0,2025-02-12,2025-03-14,30,Medium,1.0,269,11.5,-9.90981014862029e+21,54
ceres foodsbengali,3.1,220.0,2023-02-16,2023-03-18,30,Low,0.0,0,19.0,Product is expired,236
tata sampannfibre,4.0,75.0,2023-11-18,2023-12-18,30,Medium,1.0,0,16.5,Product is expired,671
gitsready to,3.9,160.0,2024-04-18,2024-05-18,30,Medium,1.0,0,16.5,Product is expired,315
daawat cuppa,4.0,109.0,2023-10-22,2023-11-21,30,Medium,1.0,0,16.5,Product is expired,247
tasty nibblesready,3.6,180.0,2024-09-13,2024-10-13,30,Low,0.0,117,14.0,-908080843.02,652
wai waichicken,4.3,90.0,2024-11-26,2024-12-26,30,Medium,1.0,191,11.5,-998211725672037.4,724
britanniatiger krunch,4.1,150.0,2024-11-28,2024-12-28,30,Medium,1.0,193,11.5,-2481928176387768.0,198
tastiesjeera cookies3.91750,3.9,100.0,2024-05-30,2024-06-29,30,Medium,1.0,11,11.5,11.24,647
tastiescoconut cookies3.91818,3.9,120.0,2025-03-08,2025-04-07,30,Medium,1.0,293,11.5,-9.633161349521955e+23,644
tastiesmultigrain cookies3.9718,3.9,120.0,2023-07-14,2023-08-13,30,Medium,1.0,0,16.5,Product is expired,648
wai waiveg,4.3,90.0,2024-07-17,2024-08-16,30,Medium,1.0,59,11.5,-3408.25,726
tasty nibblesready,5.0,150.0,2023-07-13,2023-08-12,30,High,,0,13.0,Product is expired,652
tasty nibblescoconut,4.6,120.0,2025-02-22,2025-03-24,30,High,,279,8.0,-4.07508274743138e+22,649
kitchens of,3.8,100.0,2025-04-12,2025-05-12,30,Low,0.0,328,14.0,-1.0717146245600073e+27,387
mtrready to,3.9,155.0,2025-04-04,2025-05-04,30,Medium,1.0,320,11.5,-2.75492315268936e+26,461
gitsready to,3.5,160.0,2022-12-23,2023-01-22,30,Low,0.0,0,19.0,Product is expired,315
gitsready to,3.9,160.0,2025-01-02,2025-02-01,30,Medium,1.0,228,11.5,-2.90321571740237e+18,315
bb royalsona,3.6,1800.0,2024-03-30,2024-04-29,30,Low,0.0,0,19.0,Product is expired,152
bb royalbasmati,4.0,1150.0,2023-07-25,2023-08-24,30,Medium,1.0,0,16.5,Product is expired,92
daawatbasmati rice/basmati,4.0,250.0,2024-02-18,2024-03-19,30,Medium,1.0,0,16.5,Product is expired,248
sri sri,4.1,130.0,2023-02-13,2023-03-15,30,Medium,1.0,0,16.5,Product is expired,611
bb popularminiket,4.0,1820.0,2024-06-05,2024-07-05,30,Medium,1.0,17,11.5,193.75,76
bb royalboiled,3.5,2340.0,2023-05-10,2023-06-09,30,Low,0.0,0,19.0,Product is expired,98
daawatbasmati rice/basmati,4.2,230.0,2022-09-18,2022-10-18,30,Medium,1.0,0,16.5,Product is expired,248
double horsevadi,4.0,350.0,2024-08-13,2024-09-12,30,Medium,1.0,86,11.5,-2943460.03,271
double horsebroken,4.1,60.0,2023-09-24,2023-10-24,30,Medium,1.0,0,16.5,Product is expired,267
bb super,3.8,400.0,2022-10-13,2022-11-12,30,Low,0.0,0,19.0,Product is expired,164
sri sri,4.0,105.0,2022-10-20,2022-11-19,30,Medium,1.0,0,16.5,Product is expired,611
bb popularsona,3.8,2080.0,2022-11-06,2022-12-06,30,Low,0.0,0,19.0,Product is expired,85
bulletgts original,3.8,3600.0,2022-09-05,2022-10-05,30,Low,0.0,0,19.0,Product is expired,206
daawatbasmati rice/basmati,3.6,840.0,2023-08-12,2023-09-11,30,Low,0.0,0,19.0,Product is expired,248
bb royalsuper,4.2,785.0,2025-03-23,2025-04-22,30,Medium,1.0,308,11.5,-1.2657288842390444e+26,154
bb royalorganic,3.9,1938.0,2025-03-16,2025-04-15,30,Medium,1.0,301,11.5,-7.705707722948357e+25,136
bb royalkurva,3.6,2080.0,2023-02-05,2023-03-07,30,Low,0.0,0,19.0,Product is expired,124
bb royalbiryani,4.1,975.0,2022-12-26,2023-01-25,30,Medium,1.0,0,16.5,Product is expired,97
bongo bhoggovind,4.0,190.0,2022-09-03,2022-10-03,30,Medium,1.0,0,16.5,Product is expired,170
24 mantra,4.0,1100.0,2022-12-30,2023-01-29,30,Medium,1.0,0,16.5,Product is expired,1
bb royalbasmati,3.7,990.0,2024-05-30,2024-06-29,30,Low,0.0,11,14.0,135.5,92
bb popularbaskati,3.7,800.0,2023-01-23,2023-02-22,30,Low,0.0,0,19.0,Product is expired,65
fortunebasmati rice/basmati,4.2,875.0,2024-08-28,2024-09-27,30,Medium,1.0,101,11.5,-147804358.46,299
bb royalminiket,4.1,1300.0,2023-03-07,2023-04-06,30,Medium,1.0,0,16.5,Product is expired,132
bb super,3.6,800.0,2024-08-09,2024-09-08,30,Low,0.0,82,14.0,-3680166.08,164
india gatedaily,3.2,396.0,2022-09-04,2022-10-04,30,Low,0.0,0,19.0,Product is expired,359
daawatdevaaya everyday,3.8,650.0,2022-08-17,2022-09-16,30,Low,0.0,0,19.0,Product is expired,250
safe harvestsona,3.9,99.0,2024-09-11,2024-10-11,30,Medium,1.0,115,11.5,-275004125.71,584
bb royalorganic,3.8,165.0,2024-02-22,2024-03-23,30,Low,0.0,0,19.0,Product is expired,136
bb super,3.9,2080.0,2024-05-12,2024-06-11,30,Medium,1.0,0,16.5,Product is expired,164
sugar watcherslow,4.2,1890.0,2022-12-12,2023-01-11,30,Medium,1.0,0,16.5,Product is expired,623
bb royalbasmati,4.1,360.0,2025-01-11,2025-02-10,30,Medium,1.0,237,11.5,-3.951772110771105e+19,92
safe harvestponni,3.9,95.0,2024-04-28,2024-05-28,30,Medium,1.0,0,16.5,Product is expired,581
sri sri,3.8,95.0,2022-08-08,2022-09-07,30,Low,0.0,0,19.0,Product is expired,611
daawatlachkari wada,4.0,550.0,2023-11-27,2023-12-27,30,Medium,1.0,0,16.5,Product is expired,251
bb royaljeerakati,4.1,150.0,2023-09-16,2023-10-16,30,Medium,1.0,0,16.5,Product is expired,118
lalbaba riceexclusive,4.2,800.0,2023-05-16,2023-06-15,30,Medium,1.0,0,16.5,Product is expired,398
bb royalsteam,3.6,2340.0,2024-04-16,2024-05-16,30,Low,0.0,0,19.0,Product is expired,153
bb royalbasmati,4.0,700.0,2024-08-29,2024-09-28,30,Medium,1.0,102,11.5,-144422938.69,92
safe harvestsona,4.0,130.0,2022-12-05,2023-01-04,30,Medium,1.0,0,16.5,Product is expired,584
daawatdevaaya biryani,4.1,250.0,2023-09-18,2023-10-18,30,Medium,1.0,0,16.5,Product is expired,249
bb royalraw,3.7,2340.0,2023-05-31,2023-06-30,30,Low,0.0,0,19.0,Product is expired,145
bongo bhogroyal,4.0,500.0,2024-12-08,2025-01-07,30,Medium,1.0,203,11.5,-6.113035509615325e+16,172
india gatebasmati,3.9,515.0,2022-12-26,2023-01-25,30,Medium,1.0,0,16.5,Product is expired,357
bb royalkarunkuruvai,3.6,200.0,2025-01-14,2025-02-13,30,Low,0.0,240,14.0,-4.869969836257404e+19,120
india gateflavourful,4.1,780.0,2023-10-20,2023-11-19,30,Medium,1.0,0,16.5,Product is expired,360
bb super,4.0,2080.0,2023-05-23,2023-06-22,30,Medium,1.0,0,16.5,Product is expired,164
bb royalrice/akki,3.8,500.0,2025-03-12,2025-04-11,30,Low,0.0,297,14.0,-1.0874852462241344e+25,147
bb popularstaff,3.2,300.0,2024-10-03,2024-11-02,30,Low,0.0,137,14.0,-82632559100.28,86
double horsejaya,3.9,334.0,2023-08-06,2023-09-05,30,Medium,1.0,0,16.5,Product is expired,268
bb royalthooyamalli,3.7,200.0,2022-10-13,2022-11-12,30,Low,0.0,0,19.0,Product is expired,158
bb royalpoongar,4.1,200.0,2024-05-31,2024-06-30,30,Medium,1.0,12,11.5,22.37,142
bb gooddietorganic,4.0,255.0,2024-01-02,2024-02-01,30,Medium,1.0,0,16.5,Product is expired,63
fortuneeveryday basmati,4.1,740.0,2023-10-20,2023-11-19,30,Medium,1.0,0,16.5,Product is expired,303
bb royalbasmati,3.9,450.0,2023-05-26,2023-06-25,30,Medium,1.0,0,16.5,Product is expired,92
bb popularbaskati,3.7,800.0,2022-11-03,2022-12-03,30,Low,0.0,0,19.0,Product is expired,65
fortunebasmati rice/basmati,4.2,875.0,2023-10-22,2023-11-21,30,Medium,1.0,0,16.5,Product is expired,299
bb royalminiket,4.1,1300.0,2025-03-27,2025-04-26,30,Medium,1.0,312,11.5,-4.664981996336106e+26,132
bb super,3.6,800.0,2023-09-04,2023-10-04,30,Low,0.0,0,19.0,Product is expired,164
india gatedaily,3.2,396.0,2024-03-09,2024-04-08,30,Low,0.0,0,19.0,Product is expired,359
daawatdevaaya everyday,3.8,650.0,2025-03-14,2025-04-13,30,Low,0.0,299,14.0,-2.1090385532289573e+25,250
safe harvestsona,3.9,99.0,2024-10-21,2024-11-20,30,Medium,1.0,155,11.5,-819775778944.75,584
bb royalorganic,3.8,165.0,2022-10-19,2022-11-18,30,Low,0.0,0,19.0,Product is expired,136
india gatebasmati,4.1,750.0,2023-05-11,2023-06-10,30,Medium,1.0,0,16.5,Product is expired,357
sugar watcherslow,4.2,1890.0,2024-04-04,2024-05-04,30,Medium,1.0,0,16.5,Product is expired,623
bb royalbasmati,4.1,360.0,2022-10-10,2022-11-09,30,Medium,1.0,0,16.5,Product is expired,92
safe harvestponni,3.9,95.0,2025-01-25,2025-02-24,30,Medium,1.0,251,11.5,-1.714895046039669e+20,581
sri sri,3.8,95.0,2025-02-17,2025-03-19,30,Low,0.0,274,14.0,-2.0769323832539043e+22,611
daawatlachkari wada,4.0,550.0,2025-03-27,2025-04-26,30,Medium,1.0,312,11.5,-1.973646229219122e+26,251
bb royaljeerakati,4.1,150.0,2024-10-31,2024-11-30,30,Medium,1.0,165,11.5,-9177832150363.78,118
lalbaba riceexclusive,4.2,800.0,2024-07-13,2024-08-12,30,Medium,1.0,55,11.5,-13562.01,398
bb royalsteam,3.6,2340.0,2023-02-13,2023-03-15,30,Low,0.0,0,19.0,Product is expired,153
bb royalbasmati,4.0,700.0,2025-03-10,2025-04-09,30,Medium,1.0,295,11.5,-8.383076343588417e+24,92
daawatbasmati rice/basmati,4.1,995.0,2023-03-13,2023-04-12,30,Medium,1.0,0,16.5,Product is expired,248
safe harvestsona,4.0,130.0,2022-12-06,2023-01-05,30,Medium,1.0,0,16.5,Product is expired,584
daawatdevaaya biryani,4.1,250.0,2025-02-08,2025-03-10,30,Medium,1.0,265,11.5,-7.421274547796444e+21,249
bb royalraw,3.7,2340.0,2025-04-09,2025-05-09,30,Low,0.0,325,14.0,-1.3763165282817727e+28,145
bongo bhogroyal,4.0,500.0,2024-03-03,2024-04-02,30,Medium,1.0,0,16.5,Product is expired,172
india gatebasmati,3.9,515.0,2023-10-02,2023-11-01,30,Medium,1.0,0,16.5,Product is expired,357
bb royalkarunkuruvai,3.6,200.0,2022-08-21,2022-09-20,30,Low,0.0,0,19.0,Product is expired,120
india gateflavourful,4.1,780.0,2023-04-05,2023-05-05,30,Medium,1.0,0,16.5,Product is expired,360
bb super,4.0,2080.0,2024-03-03,2024-04-02,30,Medium,1.0,0,16.5,Product is expired,164
bb royalsona,3.4,2340.0,2022-12-29,2023-01-28,30,Low,0.0,0,19.0,Product is expired,152
bb popularstaff,3.2,300.0,2024-07-20,2024-08-19,30,Low,0.0,62,14.0,-25235.49,86
double horsejaya,3.9,334.0,2023-03-11,2023-04-10,30,Medium,1.0,0,16.5,Product is expired,268
bb royalthooyamalli,3.7,200.0,2024-03-19,2024-04-18,30,Low,0.0,0,19.0,Product is expired,158
bb royalpoongar,4.1,200.0,2025-04-16,2025-05-16,30,Medium,1.0,332,11.5,-3.918452106736545e+27,142
bb gooddietorganic,4.0,255.0,2023-07-13,2023-08-12,30,Medium,1.0,0,16.5,Product is expired,63
fortuneeveryday basmati,4.1,740.0,2024-09-11,2024-10-11,30,Medium,1.0,115,11.5,-2055586394.23,303
bb royalbasmati,3.9,450.0,2023-08-30,2023-09-29,30,Medium,1.0,0,16.5,Product is expired,92
bb royalsona,3.9,2210.0,2022-10-18,2022-11-17,30,Medium,1.0,0,16.5,Product is expired,152
india gaterice/akki,4.1,145.0,2024-10-28,2024-11-27,30,Medium,1.0,162,11.5,-4869004375622.07,361
pansarimahak (mogra,3.7,810.0,2022-09-23,2022-10-23,30,Low,0.0,0,19.0,Product is expired,529
bb royalbasmati,4.2,875.0,2023-02-07,2023-03-09,30,Medium,1.0,0,16.5,Product is expired,92
bb royalbasmati,4.0,236.0,2023-12-28,2024-01-27,30,Medium,1.0,0,16.5,Product is expired,92
kohinoorbasmati rice/basmati,4.2,1135.0,2022-09-22,2022-10-22,30,Medium,1.0,0,16.5,Product is expired,388
bb super,3.8,350.0,2023-03-09,2023-04-08,30,Low,0.0,0,19.0,Product is expired,164
bb royalbasmati,4.0,690.0,2023-01-14,2023-02-13,30,Medium,1.0,0,16.5,Product is expired,92
bb royalidli/idly,3.9,80.0,2023-09-10,2023-10-10,30,Medium,1.0,0,16.5,Product is expired,115
daawatrozana mini,3.9,750.0,2023-04-02,2023-05-02,30,Medium,1.0,0,16.5,Product is expired,253
double horsepalakadan,3.9,676.0,2022-12-22,2023-01-21,30,Medium,1.0,0,16.5,Product is expired,269
bulksona masoori,3.7,1800.0,2022-08-13,2022-09-12,30,Low,0.0,0,19.0,Product is expired,205
lalbaba ricesuperior,3.4,660.0,2024-09-22,2024-10-22,30,Low,0.0,126,14.0,-20143086687.96,400
bb super,3.8,400.0,2025-01-11,2025-02-10,30,Low,0.0,237,14.0,-5.345392227129998e+19,164
kohinoorcharminar everyday,3.6,550.0,2025-02-23,2025-03-25,30,Low,0.0,280,14.0,-3.992223257012046e+23,391
bb royalmanachanallur,4.0,2340.0,2025-01-07,2025-02-06,30,Medium,1.0,233,11.5,-1.1541696848240645e+20,129
bemisalpremium rice,3.6,172.0,2023-08-18,2023-09-17,30,Low,0.0,0,19.0,Product is expired,166
eravatmini mogra,3.2,470.0,2023-04-07,2023-05-07,30,Low,0.0,0,19.0,Product is expired,287
daawatbasmati rice/basmati,4.0,845.0,2023-02-24,2023-03-26,30,Medium,1.0,0,16.5,Product is expired,248
pansaritasty basmati,4.0,1150.0,2024-11-29,2024-12-29,30,Medium,1.0,194,11.5,-2.3240993388165292e+16,535
bb royalindrayani,3.8,90.0,2024-02-15,2024-03-16,30,Low,0.0,0,19.0,Product is expired,116
safe harvestsona,4.0,590.0,2023-08-09,2023-09-08,30,Medium,1.0,0,16.5,Product is expired,584
bongo bhogpremium,4.2,800.0,2024-01-06,2024-02-05,30,Medium,1.0,0,16.5,Product is expired,171
daawatbasmati rice/basmati,4.2,175.0,2023-09-14,2023-10-14,30,Medium,1.0,0,16.5,Product is expired,248
eravatmini mogra,3.9,534.0,2023-01-04,2023-02-03,30,Medium,1.0,0,16.5,Product is expired,287
bb royaldudheswar,4.0,1000.0,2024-01-18,2024-02-17,30,Medium,1.0,0,16.5,Product is expired,109
bb royalbaskati,4.0,450.0,2024-02-11,2024-03-12,30,Medium,1.0,0,16.5,Product is expired,91
bb royalbasmati,3.7,590.0,2022-08-18,2022-09-17,30,Low,0.0,0,19.0,Product is expired,92
tildarozana basmati,3.5,150.0,2023-02-12,2023-03-14,30,Low,0.0,0,19.0,Product is expired,699
befachdiet &,4.3,720.0,2023-09-16,2023-10-16,30,Medium,1.0,0,16.5,Product is expired,165
india gatebrown,4.1,152.0,2024-02-23,2024-03-24,30,Medium,1.0,0,16.5,Product is expired,358
daawatbasmati rice/basmati,3.6,650.0,2023-12-15,2024-01-14,30,Low,0.0,0,19.0,Product is expired,248
pansarimahak (mogra,3.7,810.0,2025-03-13,2025-04-12,30,Low,0.0,298,14.0,-2.1517771162985625e+25,529
bb royalbasmati,4.2,875.0,2023-11-26,2023-12-26,30,Medium,1.0,0,16.5,Product is expired,92
bb royalbasmati,4.0,236.0,2024-05-24,2024-06-23,30,Medium,1.0,5,11.5,26.96,92
kohinoorbasmati rice/basmati,4.2,1135.0,2025-04-17,2025-05-17,30,Medium,1.0,333,11.5,-2.7160596596781025e+28,388
bb super,3.8,350.0,2024-05-27,2024-06-26,30,Low,0.0,8,14.0,48.4,164
bb royalbasmati,4.0,690.0,2024-03-23,2024-04-22,30,Medium,1.0,0,16.5,Product is expired,92
daawatrozana mini,3.9,750.0,2024-03-30,2024-04-29,30,Medium,1.0,0,16.5,Product is expired,253
double horsepalakadan,3.9,676.0,2023-04-06,2023-05-06,30,Medium,1.0,0,16.5,Product is expired,269
bulksona masoori,3.7,1800.0,2024-03-29,2024-04-28,30,Low,0.0,0,19.0,Product is expired,205
lalbaba ricesuperior,3.4,660.0,2023-11-11,2023-12-11,30,Low,0.0,0,19.0,Product is expired,400
bb super,3.8,400.0,2022-09-03,2022-10-03,30,Low,0.0,0,19.0,Product is expired,164
kohinoorcharminar everyday,3.6,550.0,2022-08-09,2022-09-08,30,Low,0.0,0,19.0,Product is expired,391
bb royalrice/akki,3.9,450.0,2023-06-02,2023-07-02,30,Medium,1.0,0,16.5,Product is expired,147
bb royalmanachanallur,4.0,2340.0,2024-07-11,2024-08-10,30,Medium,1.0,53,11.5,-26502.13,129
bemisalpremium rice,3.6,172.0,2023-06-07,2023-07-07,30,Low,0.0,0,19.0,Product is expired,166
eravatmini mogra,3.2,470.0,2022-10-27,2022-11-26,30,Low,0.0,0,19.0,Product is expired,287
daawatbasmati rice/basmati,4.0,845.0,2024-10-24,2024-11-23,30,Medium,1.0,158,11.5,-12749503896922.41,248
pansaritasty basmati,4.0,1150.0,2025-03-07,2025-04-06,30,Medium,1.0,292,11.5,-7.558341885956857e+24,535
bb royalindrayani,3.8,90.0,2023-12-11,2024-01-10,30,Low,0.0,0,19.0,Product is expired,116
bb royalbroken,3.9,60.0,2023-01-03,2023-02-02,30,Medium,1.0,0,16.5,Product is expired,99
bongo bhogpremium,4.2,800.0,2023-07-09,2023-08-08,30,Medium,1.0,0,16.5,Product is expired,171
daawatbasmati rice/basmati,4.2,175.0,2023-09-17,2023-10-17,30,Medium,1.0,0,16.5,Product is expired,248
eravatmini mogra,3.9,534.0,2024-08-22,2024-09-21,30,Medium,1.0,95,11.5,-27168544.99,287
bb royaldudheswar,4.0,1000.0,2024-10-04,2024-11-03,30,Medium,1.0,138,11.5,-276349478451.06,109
bb royalbaskati,4.0,450.0,2024-11-28,2024-12-28,30,Medium,1.0,193,11.5,-7445784529163304.0,91
bb royalbasmati,3.7,590.0,2022-10-09,2022-11-08,30,Low,0.0,0,19.0,Product is expired,92
tildarozana basmati,3.5,150.0,2023-05-08,2023-06-07,30,Low,0.0,0,19.0,Product is expired,699
befachdiet &,4.3,720.0,2024-12-17,2025-01-16,30,Medium,1.0,212,11.5,-5.3253662069679226e+17,165
india gatebrown,4.1,152.0,2022-12-15,2023-01-14,30,Medium,1.0,0,16.5,Product is expired,358
double horserice/akki,4.1,471.0,2023-07-27,2023-08-26,30,Medium,1.0,0,16.5,Product is expired,270
unitybiryani basmati,4.2,179.0,2024-05-18,2024-06-17,30,Medium,1.0,0,16.5,Product is expired,705
daawatbasmati rice/basmati,4.1,830.0,2023-01-30,2023-03-01,30,Medium,1.0,0,16.5,Product is expired,248
bb royalkichili,4.4,200.0,2023-01-23,2023-02-22,30,Medium,1.0,0,16.5,Product is expired,122
sri sri,4.4,140.0,2024-08-13,2024-09-12,30,Medium,1.0,86,11.5,-1177384.01,611
kohinoorcharminar rozana,4.0,560.0,2024-10-25,2024-11-24,30,Medium,1.0,159,11.5,-10320090373895.81,392
india gatesona,4.2,860.0,2022-10-17,2022-11-16,30,Medium,1.0,0,16.5,Product is expired,362
kohinoorcharminar basmati,3.9,649.0,2023-09-06,2023-10-06,30,Medium,1.0,0,16.5,Product is expired,389
bb royalmappillai,4.1,200.0,2024-08-03,2024-09-02,30,Medium,1.0,76,11.5,-227610.97,130
daawatbasmati rice/basmati,4.1,880.0,2023-07-29,2023-08-28,30,Medium,1.0,0,16.5,Product is expired,248
unitypulav rice,4.4,755.0,2023-09-07,2023-10-07,30,Medium,1.0,0,16.5,Product is expired,706
mai rasoigobind,3.8,180.0,2024-09-01,2024-10-01,30,Low,0.0,105,14.0,-82379212.59,412
india gatebrown,3.9,187.0,2024-09-20,2024-10-20,30,Medium,1.0,124,11.5,-3142503019.83,358
tildapremium basmati,4.3,779.0,2023-01-05,2023-02-04,30,Medium,1.0,0,16.5,Product is expired,697
daawatbasmati rice/basmati,3.8,486.0,2024-06-24,2024-07-24,30,Low,0.0,36,14.0,-157.86,248
bb royalbasmati,3.9,990.0,2024-11-09,2024-12-09,30,Medium,1.0,174,11.5,-366449483382463.7,92
sri sri,4.0,150.0,2024-02-24,2024-03-25,30,Medium,1.0,0,16.5,Product is expired,611
himalayan nativesnatives,4.2,180.0,2024-05-24,2024-06-23,30,Medium,1.0,5,11.5,20.56,348
bb royalsurekha,3.4,2080.0,2022-12-18,2023-01-17,30,Low,0.0,0,19.0,Product is expired,156
daawatquick cooking,4.7,299.0,2024-04-28,2024-05-28,30,High,,0,13.0,Product is expired,252
sri sri,3.9,725.0,2024-07-29,2024-08-28,30,Medium,1.0,71,11.5,-303480.86,611
aromeala carte,3.5,750.0,2022-11-05,2022-12-05,30,Low,0.0,0,19.0,Product is expired,50
bb royalbullet,3.6,450.0,2023-05-26,2023-06-25,30,Low,0.0,0,19.0,Product is expired,100
mai rasoibasmati,5.0,195.0,2023-08-08,2023-09-07,30,High,,0,13.0,Product is expired,405
orealbrown rice,5.0,810.0,2023-05-20,2023-06-19,30,High,,0,13.0,Product is expired,511
singhambiryani rice,5.0,140.0,2023-03-23,2023-04-22,30,High,,0,13.0,Product is expired,597
bb royalbasmati,4.1,360.0,2023-10-22,2023-11-21,30,Medium,1.0,0,16.5,Product is expired,92
